user_id,month,salary_income,bonus_income,total_income,total_debits,variable_spending,essential_spending,discretionary_spending,recurring_spending,transaction_count,debit_transaction_count,credit_transaction_count,transactions_per_day,debit_transactions_per_day,average_transaction,median_transaction,transaction_amount_std,starting_balance,ending_balance,minimum_balance,maximum_balance,average_balance,net_cash_flow,savings_rate,income_to_expense_ratio,essential_spending_ratio,discretionary_spending_ratio,minimum_balance_ratio,average_balance_ratio,balance_change,financial_state,previous_financial_state,state_changed,state_transition,state_duration,recent_state_change,historical_spending_mean,historical_spending_std,spending_baseline_deviation,spending_baseline_ratio,transaction_count_change,savings_rate_change,rolling_spending_mean,rolling_spending_std,rolling_spending_min,rolling_spending_max,rolling_income_mean,income_volatility,rolling_average_balance,rolling_minimum_balance,rolling_savings_rate,rolling_transaction_count,rolling_net_cash_flow,spending_growth,discretionary_spending_growth,income_growth,balance_growth,spending_acceleration,cash_buffer,cash_buffer_ratio,expense_pressure,discretionary_pressure,negative_cash_flow,category_shift,has_full_history,prediction_date,prediction_balance,horizon_end,minimum_future_balance,ending_future_balance,future_net_cash_flow,future_income,future_expenses,negative_cashflow_days,required_obligations,obligation_coverage,future_transaction_count,future_discretionary_spending,future_essential_spending,critical_liquidity,obligation_failure,severe_liquidity_drawdown,liquidity_ratio,financial_stress_30d,risk_probability,pressure_state,eligible,intervention_category,treatment,randomization_stratum,control,synthetic_financial_stress_30d,synthetic_cash_buffer_change,synthetic_savings_rate_change,synthetic_discretionary_spending_change
0,2026-09-01,65308.0,13630.07,78938.07,49589.01000000001,22653.95,19673.17,2980.78,26935.06,104,102,2,3.466666666666667,3.4,1235.8373076923076,184.91000000000005,6728.65741529211,307645.79,336994.85,258769.71,337707.78,274659.2260576924,29349.06,0.37179855043327,1.5918460562128582,0.868421180412246,0.131578819587754,3.2781357588296745,3.479426670270661,29349.06,SPENDING_PRESSURE,STABLE,True,STABLE->SPENDING_PRESSURE,4,1,18952.84875,3064.7588682422697,3701.10125,1.1952794167684158,13.0,0.0613032496777657,18870.61,3427.20784667344,15973.7,22653.95,69059.95,8760.911311210739,257792.1629017433,223444.7,0.3339358549720452,101.0,23254.279999999995,0.4182030462572856,0.8284526014893692,0.2684629016147508,0.0953988676393069,0.5299946319731761,258769.71,3.2781357588296745,0.6282014495667301,0.0377609941565584,0,0.3092887048178559,True,2026-09-30,336994.85,2026-10-30,336994.85,371556.72,34561.87000000001,78938.07,44376.2,28,26935.06,15.442063986491954,97,2809.029999999999,41567.17,False,False,False,1.0,0,3.718055676147492e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
1,2026-09-01,49201.64,0.0,49201.64,38816.5,19671.49,11588.309999999998,8083.18,19145.01,87,86,1,2.9,2.8666666666666667,1011.7027586206896,187.1,5406.502035886585,217185.08,227570.22,179040.97,228242.61,190958.86448275865,10385.14,0.2110730455326285,1.267544472067291,0.5890916244778609,0.4109083755221389,3.6389228082641143,3.881148361777344,10385.140000000014,STABLE,SPENDING_PRESSURE,True,SPENDING_PRESSURE->STABLE,7,1,18249.29875,3372.10750775678,1422.1912500000035,1.077931282154061,-1.0,-0.0849582831696657,18560.783333333336,2238.9296343193355,15983.660000000002,20027.2,51321.88,3744.002884026661,178032.29060629438,152554.37,0.2639774051387702,90.0,13616.086666666668,-0.0177613445713826,-0.038968296052522,-0.1157911913453938,0.0478170047408412,-0.2707409499934197,179040.97,3.6389228082641143,0.7889269544673714,0.164286800196091,0,0.1925417127404794,True,2026-09-30,227570.22,2026-10-30,227570.22,241032.2100000001,13461.989999999998,49201.64,35739.65,27,19145.01,14.456605663825718,90,7816.32,27923.33,False,False,False,1.0,0,6.552959901152996e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
2,2026-09-01,81940.35,0.0,81940.35,53091.07,43561.72,32142.08,11419.64,9529.35,59,58,1,1.9666666666666663,1.9333333333333331,2288.668135593221,709.09,10586.485244844906,198261.3,227110.58,161172.18,243112.53,192538.92440677964,28849.28000000001,0.3520766020647947,1.5433923256773692,0.7378514897942505,0.2621485102057494,1.96694522295792,2.349744959678347,28849.28,RECOVERY,RECOVERY,False,NO_CHANGE,5,0,58634.9825,22072.140348617733,-15073.262499999995,0.742930553445633,-12.0,-0.0048292538422342,46425.813333333324,2676.367177525171,43561.72,48863.17999999999,87006.91333333333,4768.601755654701,166955.21776000637,93077.48,0.3567224278380447,67.0,31051.75000000001,-0.0702378142145548,-0.2347157804302211,-0.065385015473435,0.1455114033853304,-0.0290894485126093,161172.18,1.96694522295792,0.6479233979352053,0.1393652821839301,0,0.2109503896209736,True,2026-09-30,227110.58,2026-10-30,183737.49,255829.64,28719.05999999999,89223.29,60504.23,28,9529.35,33.19574472550593,63,17045.58000000001,43458.65,False,False,False,0.8090221512357547,0,6.265631793164639e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
3,2026-09-01,44460.35,0.0,44460.35,32965.29,8629.41,4530.33,4099.08,24335.879999999997,93,92,1,3.1,3.066666666666667,832.5337634408601,88.3,4842.288308247796,194650.07,206145.13,162215.65,206676.0,170618.49010752692,11495.059999999998,0.2585463227347512,1.3487019225373111,0.5249872239237676,0.4750127760762323,3.6485464014565783,3.837542666837461,11495.059999999998,STABLE,SPENDING_PRESSURE,True,SPENDING_PRESSURE->STABLE,5,1,10572.96625,2797.089750498019,-1943.55625,0.8161768226584475,6.0,-0.0198324445421447,10130.4,2056.333725614592,8629.41,12474.249999999998,47743.52,3275.015684374664,157098.94132698388,132994.78,0.2776385040333801,87.66666666666667,13277.239999999998,-0.308222137603463,-0.3638831082370797,-0.1284048012245365,0.0590550005967118,-0.6513388294292852,162215.65,3.6485464014565783,0.7414536772652487,0.0921963052472596,0,0.1606202862903581,True,2026-09-30,206145.13,2026-10-30,171932.03999999992,220687.53999999992,14542.410000000003,49081.63,34539.219999999994,28,24335.879999999997,10.487673344871856,90,3746.1599999999926,30793.06,False,False,False,0.8340339643240658,0,5.3648599614971884e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
4,2026-09-01,58557.49,0.0,58557.49,51943.81,31822.75,13637.83,18184.92,20121.06,131,130,1,4.366666666666666,4.333333333333333,843.5213740458014,205.27,5333.325946286997,149879.95,156493.63,99779.01,158336.5,116802.61259541984,6613.68,0.1129433655711677,1.127323736938049,0.4285559858905971,0.5714440141094029,1.703949571609029,1.9946656285202773,6613.679999999993,RECOVERY,SPENDING_PRESSURE,True,SPENDING_PRESSURE->RECOVERY,1,1,30650.16375,3431.6393242794425,1172.5862500000003,1.0382570957716335,-41.0,0.0679254188945178,32096.369999999995,2680.325196165564,29563.35,34903.009999999995,58156.420000000006,484.63384044038656,113899.24468643396,91488.02,0.1018839412452161,160.66666666666666,5938.9900000000025,-0.0882519874360404,-0.1881710397438563,0.0163070822943767,0.0441265159215757,-0.2688695426183861,99779.01,1.703949571609029,0.8870566344288322,0.3105481467870293,0,0.15149016783145,True,2026-09-30,156493.63,2026-10-30,108145.95000000006,165981.19000000006,9487.560000000003,58674.48,49186.92,29,20121.06,10.693676675085706,162,16064.449999999995,33122.47,False,False,False,0.6910565624939498,0,0.00021178751672293623,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
5,2026-09-01,53661.03,0.0,53661.03,46375.5,25777.03,13765.87,12011.16,20598.47,144,143,1,4.8,4.766666666666667,694.6981249999999,159.225,4669.317977617807,90978.37,98263.9,71423.48,125084.51,108733.68375,7285.529999999999,0.135769477402875,1.1570986835721448,0.5340363106222865,0.4659636893777134,1.3310120957424785,2.02630631111628,7285.529999999999,STABLE,STABLE,False,NO_CHANGE,3,0,27892.0125,4486.946286012826,-2114.9824999999983,0.9241724669383397,8.0,-0.0084749156070303,28025.86333333333,2233.0656444523397,25777.03,30242.82,55782.37666666667,1837.197720070803,101223.64668633504,57543.72,0.1284565446020493,147.33333333333334,7158.04333333333,-0.081286304599016,0.0468747140111651,-0.0562206283768572,0.0800798035840826,-0.0090351058020785,71423.48,1.3310120957424785,0.864230522597125,0.2238339442981247,0,0.1956561726546436,True,2026-09-30,98263.9,2026-10-30,77793.88999999997,99996.50999999997,1732.6100000000006,53665.62,51933.01,29,20598.47,7.375767229313633,146,14614.889999999985,37318.12000000002,False,False,False,0.7916833140146073,0,5.4701508873231276e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
6,2026-09-01,43720.88,0.0,43720.88,34096.56,16634.300000000003,13563.19,3071.11,17462.26,176,175,1,5.866666666666666,5.833333333333333,442.1445454545454,86.195,3410.7292051247955,134543.77,144168.09,100895.0,144615.88,113219.85017045452,9624.32,0.2201309763206962,1.2822665981553565,0.8153748579741856,0.1846251420258141,2.307707438642589,2.589605931318275,9624.320000000009,RECOVERY,SPENDING_PRESSURE,True,SPENDING_PRESSURE->RECOVERY,2,1,18479.605,4365.332533577972,-1845.3049999999969,0.9001436989589335,-21.0,0.129082583677917,18863.576666666668,4737.080457057204,15652.4,24304.03,43689.76,2275.919576434982,105763.83735474868,89295.63,0.1704260710892512,198.0,7363.923333333332,-0.3155744129677258,-0.3896452079623506,-0.0485110324361545,0.071533003720648,-0.8683094567948704,100895.0,2.307707438642589,0.7798690236793038,0.0702435541096153,0,0.2185557280464879,True,2026-09-30,144168.09,2026-10-30,144110.33,155221.74000000005,11053.649999999994,43720.88,32667.230000000003,29,17462.26,10.759716668976411,198,3260.0600000000013,29407.17,False,False,False,0.9995993565566416,0,5.198613196565552e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
7,2026-09-01,29153.81,0.0,29153.81,32461.770000000004,17852.790000000008,5281.610000000001,12571.179999999998,14608.98,114,113,1,3.8,3.7666666666666666,540.4875438596492,51.370000000000005,2977.646056706913,123116.96,119809.0,119809.0,152270.77,129399.00298245616,-3307.9600000000028,-0.1134657871475461,0.898096745802832,0.2958422745128351,0.7041577254871644,4.109548631894081,4.438493733150355,-3307.9600000000064,LIQUIDITY_STRESS,STABLE,True,STABLE->LIQUIDITY_STRESS,1,1,8035.556250000001,1222.1591574041352,9817.233750000009,2.221724227243137,3.0,-0.3674359532377164,10552.200000000004,6323.043216292299,6818.749999999999,17852.790000000008,30339.896666666667,2437.582682440396,127240.84749610854,115822.34,0.1629910986007046,108.0,5178.716666666667,1.6181910174152168,20.83368358893308,0.0150217513539108,-0.0268684346981927,1.6420004048793189,119809.0,4.109548631894081,1.1134657871475462,0.43120195953805,1,0.7207815097405845,True,2026-09-30,119809.0,2026-10-30,119405.62,128923.35000000012,9114.350000000002,30261.17,21146.82,29,14608.98,10.272460500322405,112,1120.0299999999988,20026.79,False,False,False,0.9966331410828904,0,6.491314197952846e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,OBLIGATION_MANAGEMENT_RISK_1,1,0,-0.04186804859660175,0.00390804887234253,0.021440678481496386
8,2026-09-01,180534.37,0.0,180534.37,132654.02,51572.01000000001,32080.94,19491.070000000003,81082.01,131,130,1,4.366666666666666,4.333333333333333,2390.751068702289,358.1,17103.801065520278,612793.26,660673.61,481501.75,662036.12,517045.4614503816,47880.350000000006,0.2652145959797019,1.360941568148481,0.6220610753779036,0.3779389246220964,2.667091867326981,2.8639724471876558,47880.34999999998,RECOVERY,RECOVERY,False,NO_CHANGE,8,0,58376.0925,18723.65594686477,-6804.0824999999895,0.8834440229105778,-17.0,-0.0178900713606789,51308.57666666667,10105.32559610691,41074.11,61279.61,183443.7766666667,13912.342411054762,460050.8233694428,386667.68,0.278286012368113,129.33333333333334,51053.19000000001,-0.1584148463085843,-0.2198435449900212,-0.090876830162197,0.0781345897962388,-0.6503427298342408,481501.75,2.667091867326981,0.7347854040202981,0.1079632094431658,0,0.1235403248486916,True,2026-09-30,660673.61,2026-10-30,660490.21,700067.2899999998,39393.67999999999,180534.37,141140.69,29,81082.01,10.374779559608848,135,23916.540000000008,117224.15,False,False,False,0.9997224045319444,0,8.317201735882637e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
9,2026-09-01,32012.82,0.0,32012.82,33448.68,6404.669999999999,2086.4,4318.27,27044.01,96,95,1,3.2,3.1666666666666665,681.890625,43.94,3648.347860135804,89898.88,88463.02,56721.09,89843.72,64760.15260416666,-1435.8600000000006,-0.0448526559047281,0.9570727454715702,0.32576229532513,0.6742377046748701,1.7718242254196912,2.02294432680928,-1435.8600000000006,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,2,0,5808.0337500000005,2968.070576268781,596.6362499999987,1.1027260301302482,1.0,0.1433046801299454,8606.506666666666,3377.0990835380194,6404.669999999999,12494.669999999998,33230.246666666666,1194.5905110259996,69525.89693371474,56721.09,-0.0734411963316008,97.33333333333331,-2420.269999999997,-0.48740783069901,-0.5402515575959153,-0.0379985641868287,-0.0159719453679512,-1.2929490160438997,56721.09,1.7718242254196912,1.0448526559047282,0.1348918964339911,1,0.4184240685411263,True,2026-09-30,88463.02,2026-10-30,48478.029999999984,82477.79,-5985.230000000003,34186.74,40171.97,26,27044.01,4.535191341816542,106,10028.579999999998,30143.390000000003,False,False,False,0.5480033351789254,0,8.985751720844276e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,OBLIGATION_MANAGEMENT_RISK_1,0,1,0.01775310027182777,0.02478369965010819,-0.02777562538675319
