user_id,month,intervention_category,cate,estimated_benefit,predicted_outcome_control,predicted_outcome_treatment,recommended_action
4,2026-09-01,LIQUIDITY_PROTECTION,0.05298299356663572,-0.05298299356663572,0.28495157107541014,0.33793456464204585,NO_SIMULATED_BENEFIT
32,2026-09-01,LIQUIDITY_PROTECTION,-0.18604336144448383,0.18604336144448383,0.27661498001339346,0.09057161856890963,LIQUIDITY_PROTECTION
53,2026-09-01,LIQUIDITY_PROTECTION,-0.294122155142784,0.294122155142784,0.4084724118119262,0.11435025666914217,LIQUIDITY_PROTECTION
58,2026-09-01,LIQUIDITY_PROTECTION,0.10461741476331265,-0.10461741476331265,0.1901887544237122,0.29480616918702485,NO_SIMULATED_BENEFIT
68,2026-09-01,LIQUIDITY_PROTECTION,-0.16381257560379095,0.16381257560379095,0.26801909341518493,0.10420651781139398,LIQUIDITY_PROTECTION
84,2026-09-01,LIQUIDITY_PROTECTION,-0.12006080934602605,0.12006080934602605,0.24288527091816575,0.1228244615721397,LIQUIDITY_PROTECTION
92,2026-09-01,LIQUIDITY_PROTECTION,-0.18985920482882568,0.18985920482882568,0.269217372632814,0.0793581678039883,LIQUIDITY_PROTECTION
96,2026-09-01,LIQUIDITY_PROTECTION,-0.069530262779876,0.069530262779876,0.25155117915566866,0.18202091637579265,LIQUIDITY_PROTECTION
115,2026-09-01,LIQUIDITY_PROTECTION,0.2525090585991787,-0.2525090585991787,0.13391301703187572,0.38642207563105446,NO_SIMULATED_BENEFIT
123,2026-09-01,LIQUIDITY_PROTECTION,0.15021097243543077,-0.15021097243543077,0.17490116708271933,0.3251121395181501,NO_SIMULATED_BENEFIT
136,2026-09-01,LIQUIDITY_PROTECTION,-0.09141981897961016,0.09141981897961016,0.203129018105218,0.11170919912560784,LIQUIDITY_PROTECTION
169,2026-09-01,LIQUIDITY_PROTECTION,-0.0030691807145907246,0.0030691807145907246,0.24783397040982205,0.24476478969523133,LIQUIDITY_PROTECTION
178,2026-09-01,LIQUIDITY_PROTECTION,0.10419588940757685,-0.10419588940757685,0.19099587365105947,0.2951917630586363,NO_SIMULATED_BENEFIT
195,2026-09-01,LIQUIDITY_PROTECTION,-0.18569359044378417,0.18569359044378417,0.22351027668152307,0.03781668623773889,LIQUIDITY_PROTECTION
200,2026-09-01,LIQUIDITY_PROTECTION,0.1783974863572388,-0.1783974863572388,0.09322935778818144,0.2716268441454202,NO_SIMULATED_BENEFIT
229,2026-09-01,LIQUIDITY_PROTECTION,0.021472511349446444,-0.021472511349446444,0.171102294134028,0.19257480548347444,NO_SIMULATED_BENEFIT
237,2026-09-01,LIQUIDITY_PROTECTION,-0.20194184047407923,0.20194184047407923,0.3872774030166852,0.18533556254260594,LIQUIDITY_PROTECTION
260,2026-09-01,LIQUIDITY_PROTECTION,0.03509680431081358,-0.03509680431081358,0.1289905330737375,0.16408733738455109,NO_SIMULATED_BENEFIT
279,2026-09-01,LIQUIDITY_PROTECTION,0.08154289476508181,-0.08154289476508181,0.2573456526846621,0.3388885474497439,NO_SIMULATED_BENEFIT
318,2026-09-01,LIQUIDITY_PROTECTION,-0.20025565746391244,0.20025565746391244,0.3159661699333259,0.11571051246941344,LIQUIDITY_PROTECTION
319,2026-09-01,LIQUIDITY_PROTECTION,0.11964251897838177,-0.11964251897838177,0.0669626732580024,0.18660519223638417,NO_SIMULATED_BENEFIT
341,2026-09-01,LIQUIDITY_PROTECTION,0.02752388004190061,-0.02752388004190061,0.09006859311674904,0.11759247315864965,NO_SIMULATED_BENEFIT
352,2026-09-01,LIQUIDITY_PROTECTION,0.08861582303145771,-0.08861582303145771,0.2337863129302759,0.3224021359617336,NO_SIMULATED_BENEFIT
357,2026-09-01,LIQUIDITY_PROTECTION,-0.04303539019173683,0.04303539019173683,0.22510362705176945,0.18206823686003262,LIQUIDITY_PROTECTION
358,2026-09-01,LIQUIDITY_PROTECTION,-0.2296011630343306,0.2296011630343306,0.39985835593316443,0.17025719289883384,LIQUIDITY_PROTECTION
361,2026-09-01,LIQUIDITY_PROTECTION,-0.21909929807856868,0.21909929807856868,0.3439770382864173,0.12487774020784861,LIQUIDITY_PROTECTION
362,2026-09-01,LIQUIDITY_PROTECTION,-0.1154557140199555,0.1154557140199555,0.3629733510383666,0.2475176370184111,LIQUIDITY_PROTECTION
372,2026-09-01,LIQUIDITY_PROTECTION,0.14549625410422648,-0.14549625410422648,0.19406064707927353,0.3395569011835,NO_SIMULATED_BENEFIT
391,2026-09-01,LIQUIDITY_PROTECTION,-0.09376429945470205,0.09376429945470205,0.2943946571001527,0.20063035764545067,LIQUIDITY_PROTECTION
412,2026-09-01,LIQUIDITY_PROTECTION,0.06899251280979976,-0.06899251280979976,0.06969652340052129,0.13868903621032105,NO_SIMULATED_BENEFIT
416,2026-09-01,LIQUIDITY_PROTECTION,-0.11040418397248908,0.11040418397248908,0.24820172622784867,0.1377975422553596,LIQUIDITY_PROTECTION
428,2026-09-01,LIQUIDITY_PROTECTION,0.11574444084467317,-0.11574444084467317,0.16796831188820355,0.2837127527328767,NO_SIMULATED_BENEFIT
430,2026-09-01,LIQUIDITY_PROTECTION,0.09371026631320756,-0.09371026631320756,0.12142922782125579,0.21513949413446334,NO_SIMULATED_BENEFIT
487,2026-09-01,LIQUIDITY_PROTECTION,0.09612308276157717,-0.09612308276157717,0.07595783735030275,0.17208092011187992,NO_SIMULATED_BENEFIT
494,2026-09-01,LIQUIDITY_PROTECTION,-0.08461286962951037,0.08461286962951037,0.3461809732235429,0.26156810359403254,LIQUIDITY_PROTECTION
505,2026-09-01,LIQUIDITY_PROTECTION,-0.17149747998103285,0.17149747998103285,0.21633063341170952,0.044833153430676675,LIQUIDITY_PROTECTION
507,2026-09-01,LIQUIDITY_PROTECTION,-0.036780777666033215,0.036780777666033215,0.25647678100909543,0.21969600334306222,LIQUIDITY_PROTECTION
515,2026-09-01,LIQUIDITY_PROTECTION,0.1488877722151717,-0.1488877722151717,0.17054002352498132,0.319427795740153,NO_SIMULATED_BENEFIT
536,2026-09-01,LIQUIDITY_PROTECTION,-0.08101076980295238,0.08101076980295238,0.22438934133748376,0.14337857153453137,LIQUIDITY_PROTECTION
540,2026-09-01,LIQUIDITY_PROTECTION,-0.0863871134175345,0.0863871134175345,0.29408709052671894,0.20769997710918445,LIQUIDITY_PROTECTION
560,2026-09-01,LIQUIDITY_PROTECTION,-0.17076356562104983,0.17076356562104983,0.30787960800809105,0.13711604238704123,LIQUIDITY_PROTECTION
568,2026-09-01,LIQUIDITY_PROTECTION,0.09757694723726484,-0.09757694723726484,0.15108357301739675,0.2486605202546616,NO_SIMULATED_BENEFIT
576,2026-09-01,LIQUIDITY_PROTECTION,0.007804955772330313,-0.007804955772330313,0.15315924169457618,0.1609641974669065,NO_SIMULATED_BENEFIT
586,2026-09-01,LIQUIDITY_PROTECTION,0.10660968546417454,-0.10660968546417454,0.14589859495509677,0.2525082804192713,NO_SIMULATED_BENEFIT
595,2026-09-01,LIQUIDITY_PROTECTION,-0.01827021610284016,0.01827021610284016,0.20012948901087466,0.1818592729080345,LIQUIDITY_PROTECTION
615,2026-09-01,LIQUIDITY_PROTECTION,0.033940939836450745,-0.033940939836450745,0.16614405262779883,0.20008499246424957,NO_SIMULATED_BENEFIT
620,2026-09-01,LIQUIDITY_PROTECTION,0.12418722539680939,-0.12418722539680939,0.08556107557981975,0.20974830097662914,NO_SIMULATED_BENEFIT
628,2026-09-01,LIQUIDITY_PROTECTION,-0.03227260889838297,0.03227260889838297,0.14070175056281886,0.10842914166443589,LIQUIDITY_PROTECTION
660,2026-09-01,LIQUIDITY_PROTECTION,0.07677476085221072,-0.07677476085221072,0.18102381858269276,0.2577985794349035,NO_SIMULATED_BENEFIT
676,2026-09-01,LIQUIDITY_PROTECTION,-0.004355176936639976,0.004355176936639976,0.19705282208474956,0.19269764514810958,LIQUIDITY_PROTECTION
681,2026-09-01,LIQUIDITY_PROTECTION,-0.06531850740848444,0.06531850740848444,0.19660875912443276,0.13129025171594833,LIQUIDITY_PROTECTION
687,2026-09-01,LIQUIDITY_PROTECTION,-0.021580059603279494,0.021580059603279494,0.15062736289052095,0.12904730328724145,LIQUIDITY_PROTECTION
