user_id,month,salary_income,bonus_income,total_income,total_debits,variable_spending,essential_spending,discretionary_spending,recurring_spending,transaction_count,debit_transaction_count,credit_transaction_count,transactions_per_day,debit_transactions_per_day,average_transaction,median_transaction,transaction_amount_std,starting_balance,ending_balance,minimum_balance,maximum_balance,average_balance,net_cash_flow,savings_rate,income_to_expense_ratio,essential_spending_ratio,discretionary_spending_ratio,minimum_balance_ratio,average_balance_ratio,balance_change,financial_state,previous_financial_state,state_changed,state_transition,state_duration,recent_state_change,historical_spending_mean,historical_spending_std,spending_baseline_deviation,spending_baseline_ratio,transaction_count_change,savings_rate_change,rolling_spending_mean,rolling_spending_std,rolling_spending_min,rolling_spending_max,rolling_income_mean,income_volatility,rolling_average_balance,rolling_minimum_balance,rolling_savings_rate,rolling_transaction_count,rolling_net_cash_flow,spending_growth,discretionary_spending_growth,income_growth,balance_growth,spending_acceleration,cash_buffer,cash_buffer_ratio,expense_pressure,discretionary_pressure,negative_cash_flow,category_shift,has_full_history,prediction_date,prediction_balance,horizon_end,minimum_future_balance,ending_future_balance,future_net_cash_flow,future_income,future_expenses,negative_cashflow_days,required_obligations,obligation_coverage,future_transaction_count,future_discretionary_spending,future_essential_spending,critical_liquidity,obligation_failure,severe_liquidity_drawdown,liquidity_ratio,financial_stress_30d,risk_probability,pressure_state,eligible,intervention_category,treatment,control,baseline_outcome,observed_outcome
7,2026-09-01,29153.81,0.0,29153.81,32461.770000000004,17852.790000000008,5281.610000000001,12571.179999999998,14608.98,114,113,1,3.8,3.7666666666666666,540.4875438596492,51.370000000000005,2977.646056706913,123116.96,119809.0,119809.0,152270.77,129399.00298245616,-3307.9600000000028,-0.1134657871475461,0.898096745802832,0.2958422745128351,0.7041577254871644,4.109548631894081,4.438493733150355,-3307.9600000000064,LIQUIDITY_STRESS,STABLE,True,STABLE->LIQUIDITY_STRESS,1,1,8035.556250000001,1222.1591574041352,9817.233750000009,2.221724227243137,3.0,-0.3674359532377164,10552.200000000004,6323.043216292299,6818.749999999999,17852.790000000008,30339.896666666667,2437.582682440396,127240.84749610854,115822.34,0.1629910986007046,108.0,5178.716666666667,1.6181910174152168,20.83368358893308,0.0150217513539108,-0.0268684346981927,1.6420004048793189,119809.0,4.109548631894081,1.1134657871475462,0.43120195953805,1,0.7207815097405845,True,2026-09-30,119809.0,2026-10-30,119405.62,128923.35000000012,9114.350000000002,30261.17,21146.82,29,14608.98,10.272460500322405,112,1120.0299999999988,20026.79,False,False,False,0.9966331410828904,0,6.491314197952846e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,0,0,0
9,2026-09-01,32012.82,0.0,32012.82,33448.68,6404.669999999999,2086.4,4318.27,27044.01,96,95,1,3.2,3.1666666666666665,681.890625,43.94,3648.347860135804,89898.88,88463.02,56721.09,89843.72,64760.15260416666,-1435.8600000000006,-0.0448526559047281,0.9570727454715702,0.32576229532513,0.6742377046748701,1.7718242254196912,2.02294432680928,-1435.8600000000006,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,2,0,5808.0337500000005,2968.070576268781,596.6362499999987,1.1027260301302482,1.0,0.1433046801299454,8606.506666666666,3377.0990835380194,6404.669999999999,12494.669999999998,33230.246666666666,1194.5905110259996,69525.89693371474,56721.09,-0.0734411963316008,97.33333333333331,-2420.269999999997,-0.48740783069901,-0.5402515575959153,-0.0379985641868287,-0.0159719453679512,-1.2929490160438997,56721.09,1.7718242254196912,1.0448526559047282,0.1348918964339911,1,0.4184240685411263,True,2026-09-30,88463.02,2026-10-30,48478.029999999984,82477.79,-5985.230000000003,34186.74,40171.97,26,27044.01,4.535191341816542,106,10028.579999999998,30143.390000000003,False,False,False,0.5480033351789254,0,8.985751720844276e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,0,0,0
27,2026-09-01,68685.1,0.0,68685.1,70034.2,47198.17,22198.56,24999.61,22836.03,172,171,1,5.733333333333333,5.7,806.507558139535,183.27,5374.705586373671,138994.26,137645.16,70032.99,138874.01,99305.76779069768,-1349.0999999999913,-0.0196418146002552,0.9807365544262662,0.4703267097008211,0.529673290299179,1.0196241979701566,1.4458123783862538,-1349.1000000000058,LIQUIDITY_STRESS,RECOVERY,True,RECOVERY->LIQUIDITY_STRESS,2,1,38029.00375,4362.780114255252,9169.166250000002,1.2411098200278257,-20.0,-0.1432126997640972,39791.12,7132.941542947055,32968.21000000001,47198.17,66883.45,2787.8577906521914,96287.482562177,65012.28,0.0651486524314626,185.33333333333331,4256.3,0.4316267094877153,1.095749585873421,0.0787284513763291,-0.009706156211055,0.5907506715985434,70032.99,1.0196241979701566,1.0196418146002553,0.3639742826318953,1,0.3276291031499379,True,2026-09-30,137645.16,2026-10-30,137645.16,150986.33000000007,13341.169999999998,68685.1,55343.93000000001,29,22836.03,9.035294663739714,170,10460.79,44883.14000000001,False,False,False,1.0,0,4.6625736811025104e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,1,0,0
31,2026-09-01,46816.83,0.0,46816.83,47636.100000000006,22162.83,13358.04,8804.79,25473.27,103,102,1,3.433333333333333,3.4,917.0187378640776,149.08,4836.21787925491,128423.48,127604.21,95947.97,142764.8,120997.82669902914,-819.2700000000041,-0.017499476149923,0.9828014887868654,0.6027226667352499,0.39727733326475,2.0494332914039672,2.584494223530921,-819.2699999999895,LIQUIDITY_STRESS,STABLE,True,STABLE->LIQUIDITY_STRESS,1,1,17523.5575,4552.138129092273,4639.272500000003,1.2647449012564944,12.0,-0.1835356126117028,17770.043333333335,3820.8791120674455,15217.72,22162.83,47680.40333333334,1010.8550751384796,116580.29858399207,82087.11,0.091883376127442,101.33333333333331,4437.089999999999,0.4563830849825072,0.3680743951894842,-0.040486741035004,-0.0063794408935187,0.501071017746585,95947.97,2.0494332914039672,1.0174994761499232,0.1880689059895768,1,0.2856849160143134,True,2026-09-30,127604.21,2026-10-30,94636.43,121038.61999999997,-6565.590000000004,51497.35,58062.94,27,25473.27,7.030960689381457,103,26269.150000000005,31793.79,False,False,False,0.7416403424307081,0,6.002249021963452e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,0,0,0
32,2026-09-01,42321.15,0.0,42321.15,43034.19000000001,15271.53,7987.96,7283.570000000001,27762.660000000003,102,101,1,3.4,3.3666666666666667,836.8170588235294,83.33500000000001,4524.206747542391,56379.2,55666.16,42800.66,85121.81,61414.7718627451,-713.0400000000081,-0.0168483134319367,0.9834308488204376,0.5230621948161055,0.4769378051838945,1.0113302686718106,1.4511602794996143,-713.0399999999936,LIQUIDITY_STRESS,SPENDING_PRESSURE,True,SPENDING_PRESSURE->LIQUIDITY_STRESS,2,1,10513.9025,1552.224205314517,4757.6275000000005,1.4525082384966002,-49.0,-0.0508190114443455,13138.786666666669,2168.550649958018,10936.12,15271.53,42366.40666666667,45.496872785996125,61185.36689782452,37957.48,0.0345604415825748,126.0,1464.9600000000016,0.1561711930990992,1.1520563042367051,-0.0021453763002762,-0.012647217413514,-0.0516346832080372,42800.66,1.0113302686718106,1.0168483134319366,0.1721023648932035,1,0.2517883868660617,True,2026-09-30,55666.16,2026-10-30,41692.96000000001,59504.43000000005,3838.270000000004,41599.03,37760.76,28,27762.660000000003,3.5034535595652576,90,1934.139999999992,35826.62,False,False,False,0.7489821464243268,0,0.00011600679364127213,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,1,0,0
53,2026-09-01,20000.0,0.0,20000.0,20651.05,3506.91,2904.1,602.8100000000001,17144.14,175,174,1,5.833333333333333,5.8,232.2917142857143,20.0,1702.865026783016,43466.35,42815.3,23054.2,43446.35,27836.24628571429,-651.0499999999993,-0.0325524999999999,0.968473757992935,0.8281079354759603,0.1718920645240397,1.15271,1.3918123142857144,-651.0499999999956,LIQUIDITY_STRESS,SPENDING_PRESSURE,True,SPENDING_PRESSURE->LIQUIDITY_STRESS,5,1,4972.48625,2201.8749782916348,-1465.57625,0.7052628853423174,-37.0,-0.0325852708743547,3917.863333333333,533.4611454767191,3506.91,4520.73,20555.193333333333,961.6230613568584,29041.13278664604,22423.68,-0.0253414097085484,192.0,-506.80999999999887,-0.2242602411557425,-0.4940662033773122,-0.0768767787430569,-0.0149782532924893,-0.4375695985008488,23054.2,1.15271,1.0325525,0.0301405,1,0.0798159583511873,True,2026-09-30,42815.3,2026-10-30,20649.889999999992,43280.17,464.869999999999,22929.33,22464.460000000003,29,17144.14,3.834816444569399,201,1383.8100000000013,21080.65,False,False,False,0.4823016538480401,0,0.0003279706123153512,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,1,0,0
63,2026-09-01,52428.22,7748.25,60176.47,57232.52,40272.64,7681.76,32590.88,16959.88,45,43,2,1.5,1.4333333333333331,2609.0886666666665,470.19,8325.818882559242,204868.65,207812.6,147636.13,207812.6,173835.67199999996,2943.9500000000044,0.0489219457372624,1.0514384129861836,0.1907438896481581,0.8092561103518419,2.4533863485179506,2.8887648610827448,2943.950000000012,SPENDING_PRESSURE,STABLE,True,STABLE->SPENDING_PRESSURE,2,1,19538.56375,5924.236957655843,20734.07625,2.0611873275485766,7.0,-0.3325290159546502,24663.243333333336,13596.189786665722,15403.750000000002,40272.64,55865.21666666667,3983.214943451254,164044.39248970253,131090.49,0.2633915176632861,43.0,14242.093333333336,1.614469853120181,2.405372590364278,0.1501212208666169,0.0143699389828557,1.7733480260804386,147636.13,2.4533863485179506,0.9510780542627376,0.541588431491578,0,0.8173921011608635,True,2026-09-30,207812.6,2026-10-30,207812.6,213026.00999999995,5213.410000000004,60176.47,54963.06,27,16959.88,15.801354136939649,66,9152.700000000004,45810.35999999999,False,False,False,1.0,0,7.166147847382716e-05,SPENDING_PRESSURE,True,SPENDING_CONTROL,1,0,0,0
68,2026-09-01,22155.31,0.0,22155.31,22200.59,2130.9,1430.9,700.0,20069.69,110,109,1,3.6666666666666665,3.633333333333333,403.23545454545456,20.0,2347.9074610105613,13789.84,13744.56,-6134.24,16021.07,4941.35890909091,-45.27999999999884,-0.0020437538450149,0.997960414565559,0.671500305035431,0.3284996949645689,-0.2768744829117714,0.2230327135612595,-45.280000000000655,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,7,0,5138.63125,3237.619582243533,-3007.7312500000003,0.4146824117803744,-18.0,0.296288698876553,5568.193333333334,3918.528821143637,2130.9,9835.1,21996.926666666663,1123.896372106141,9810.344741494808,-6134.24,-0.1643176878914262,115.33333333333331,-3640.956666666665,-0.7833372309381704,-0.9128493651076248,-0.0381153663641615,-0.0032835768942932,-1.8588746282175244,0.0,0.0,1.0020437538450149,0.031595134529826,1,0.5128429785272525,True,2026-09-30,13744.56,2026-10-30,-11180.59,8248.039999999999,-5496.519999999997,21589.66,27086.18,29,20069.69,1.7605762719802849,107,5763.950000000001,21322.23,True,False,True,-0.813455650817487,1,0.8953240341759663,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,0,1,1,1
71,2026-09-01,46292.59,12579.75,58872.34,64715.58,50879.80000000001,11066.39,39813.41,13835.78,69,67,2,2.3,2.2333333333333334,1791.1292753623188,373.88,6529.746880517903,252689.5,246846.26,188764.93,247307.68,223592.73507246372,-5843.239999999998,-0.0992527220762755,0.9097089139894906,0.2175006584145377,0.782499341585462,3.206343250497602,3.797925053980592,-5843.239999999991,LIQUIDITY_STRESS,STABLE,True,STABLE->LIQUIDITY_STRESS,1,1,22886.47125,3103.850683413554,27993.32875000001,2.2231387025206,7.0,-0.4417132351932314,31061.55333333334,17164.061135151944,20971.27,50879.80000000001,55421.23333333334,3083.9553600746726,210389.59274165216,180498.16,0.1991258521786725,65.66666666666667,10523.9,1.4261668463569448,2.735002636136268,0.1121565382646361,-0.0231241899643633,1.4431503920236612,188764.93,3.206343250497602,1.0992527220762756,0.6762668173203239,1,0.928184412221894,True,2026-09-30,246846.26,2026-10-30,246846.26,270871.41000000003,24025.149999999998,58872.34,34847.19,29,13835.78,22.09623165444955,73,11504.440000000002,23342.75,False,False,False,1.0,0,6.950710184742067e-05,SPENDING_PRESSURE,True,SPENDING_CONTROL,0,1,0,0
84,2026-09-01,20000.0,0.0,20000.0,20895.88,3391.86,1216.6,2175.26,17504.02,154,153,1,5.133333333333334,5.1,265.5576623376623,20.0,1792.0324248714303,24.09,-871.79,-7771.31,12228.69,1647.4014285714284,-895.880000000001,-0.044794,0.9571264766068718,0.3586822569327743,0.6413177430672258,-0.3885655,0.0823700714285714,-895.88,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,9,0,4008.55375,608.2393588743895,-616.6937500000004,0.8461555492426663,-6.0,-0.0001864999999999,3358.776666666666,54.10389295913294,3296.34,3391.86,20000.0,0.0,2738.8432866743474,-7771.31,-0.0431398333333333,156.33333333333334,-862.7966666666665,0.0011009022676224,0.1493561732863433,0.0,-37.18887505188875,-0.0267451330321342,0.0,0.0,1.044794,0.108763,1,0.0412894351115295,True,2026-09-30,-871.79,2026-10-30,-8877.58,-1793.8799999999987,-922.09,20000.0,20922.09,29,17504.02,1.092789542059481,167,2146.8600000000006,18775.23,True,False,False,0.0,1,0.9912386209604196,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,1,0,1,1
